pre_body_id,post_body_id,synapse_count,confidence,neuropil
10630,18264,6,0.914,central_complex
10630,13117,6,0.973,central_complex
10630,12296,4,0.966,central_complex
10630,10931,1,0.923,central_complex
10630,12499,1,0.884,central_complex
10630,521317,2,0.938,central_complex
10630,14549,6,0.926,central_complex
10630,12974,5,0.917,central_complex
10630,16160,4,0.863,central_complex
10630,11801,6,0.924,central_complex
14639,10224,3,0.909,optic_lobe
14639,10494,12,0.875,optic_lobe
14639,10604,5,0.9,optic_lobe
14639,11181,10,0.987,optic_lobe
14639,10358,1,0.965,optic_lobe
14639,11214,1,0.878,optic_lobe
14639,10400,1,0.893,optic_lobe
14639,36607,2,0.973,optic_lobe
14639,10564,5,0.919,optic_lobe
14639,28160,5,0.965,optic_lobe
14639,525350,14,0.877,optic_lobe
14639,533946,1,0.914,optic_lobe
14639,12343,4,0.895,optic_lobe
14639,10900,6,0.961,optic_lobe
14639,12020,1,0.868,optic_lobe
14639,13147,4,0.979,optic_lobe
14639,15962,1,0.962,optic_lobe
14639,14688,3,0.882,optic_lobe
14639,13521,6,0.889,optic_lobe
14639,533431,2,0.938,optic_lobe
14639,524133,2,0.865,optic_lobe
14639,10918,5,0.969,optic_lobe
14639,11163,2,0.884,optic_lobe
14639,11148,4,0.874,optic_lobe
14639,524037,2,0.924,optic_lobe
14639,514324,4,0.889,optic_lobe
14639,520590,4,0.927,optic_lobe
14639,14381,2,0.955,optic_lobe
14639,12014,7,0.857,optic_lobe
14639,16724,4,0.916,optic_lobe
14639,515809,2,0.938,optic_lobe
10644,10046,1,0.924,central_complex
10644,10306,2,0.885,central_complex
10644,10289,6,0.98,central_complex
10644,10314,1,0.879,central_complex
10644,10448,6,0.956,central_complex
10644,523599,1,0.867,central_complex
10644,10273,8,0.877,central_complex
10644,10735,5,0.986,central_complex
10644,10443,1,0.952,central_complex
10644,10579,2,0.972,central_complex
10644,11734,3,0.916,central_complex
10644,12298,3,0.907,central_complex
10644,558801,5,0.954,central_complex
10644,13058,3,0.874,central_complex
10644,520792,2,0.928,central_complex
10644,11091,3,0.937,central_complex
10644,10753,3,0.982,central_complex
10644,11549,1,0.892,central_complex
10644,11423,1,0.853,central_complex
10644,11368,1,0.871,central_complex
10644,10214,2,0.906,central_complex
10644,10345,14,0.989,central_complex
10644,10458,1,0.853,central_complex
10644,11338,11,0.863,central_complex
10644,10594,4,0.984,central_complex
10644,10955,5,0.87,central_complex
10644,11705,5,0.881,central_complex
10644,10580,5,0.881,central_complex
10644,10487,2,0.85,central_complex
10644,10145,11,0.931,central_complex
10644,529127,2,0.863,central_complex
10644,14350,5,0.861,central_complex
10644,12963,2,0.881,central_complex
10644,519899,4,0.938,central_complex
10644,10792,2,0.85,central_complex
10644,14825,5,0.969,central_complex
10644,10017,3,0.935,central_complex
10644,15937,11,0.863,central_complex
10644,10483,12,0.973,central_complex
10644,10862,1,0.871,central_complex
10644,12395,12,0.914,central_complex
10644,521621,1,0.878,central_complex
10644,12499,5,0.898,central_complex
10644,20233,1,0.934,central_complex
10644,12531,2,0.907,central_complex
10644,13586,5,0.884,central_complex
10644,11892,13,0.9,central_complex
10644,11697,5,0.881,central_complex
10644,11487,4,0.867,central_complex
10644,522991,1,0.966,central_complex
10644,13769,17,0.933,central_complex
10644,14395,7,0.958,central_complex
10916,10302,2,0.952,central_complex
10916,11214,2,0.962,central_complex
10916,10044,2,0.98,central_complex
10916,11262,1,0.926,central_complex
10916,10956,1,0.94,central_complex
10916,517462,2,0.875,central_complex
10916,11406,1,0.989,central_complex
10916,10526,1,0.879,central_complex
10916,519944,2,0.914,central_complex
10916,11837,1,0.878,central_complex
10916,12360,1,0.919,central_complex
10916,521191,2,0.85,central_complex
10916,520773,1,0.896,central_complex
10916,12977,1,0.98,central_complex
10916,13550,1,0.965,central_complex
10916,512734,1,0.882,central_complex
10916,519877,8,0.899,central_complex
10916,34896,1,0.92,central_complex
10916,512841,3,0.913,central_complex
10916,12090,2,0.955,central_complex
10916,11306,3,0.854,central_complex
10916,14161,1,0.916,central_complex
10916,12690,2,0.98,central_complex
10916,11518,1,0.973,central_complex
10916,523828,1,0.962,central_complex
10916,524503,1,0.934,central_complex
10916,13959,5,0.895,central_complex
10348,10220,2,0.933,central_complex
10348,10306,2,0.898,central_complex
10348,10289,13,0.931,central_complex
10348,10314,2,0.891,central_complex
10348,10305,7,0.938,central_complex
10348,10852,1,0.976,central_complex
10348,10466,3,0.913,central_complex
10348,10828,5,0.9,central_complex
10348,525452,6,0.942,central_complex
10348,10603,6,0.914,central_complex
10348,10796,3,0.865,central_complex
10348,11900,4,0.927,central_complex
10348,13058,2,0.917,central_complex
10348,521358,4,0.941,central_complex
10348,11330,7,0.856,central_complex
10348,11423,2,0.888,central_complex
10348,11823,2,0.893,central_complex
10348,10441,9,0.933,central_complex
10348,10077,1,0.872,central_complex
10348,11101,2,0.934,central_complex
10348,15962,1,0.875,central_complex
10348,11268,9,0.917,central_complex
10348,10091,13,0.886,central_complex
10348,529127,2,0.863,central_complex
10348,513434,8,0.877,central_complex
10348,14350,4,0.899,central_complex
10348,519616,4,0.886,central_complex
10348,519899,9,0.86,central_complex
10348,10116,6,0.888,central_complex
10348,10373,5,0.983,central_complex
10348,10770,5,0.97,central_complex
10348,15937,4,0.965,central_complex
10348,10862,1,0.912,central_complex
10348,12107,14,0.961,central_complex
10348,18264,2,0.865,central_complex
10348,14679,2,0.934,central_complex
10348,49693,8,0.945,central_complex
10348,519787,9,0.959,central_complex
10348,11697,9,0.955,central_complex
10348,11720,2,0.977,central_complex
10348,11618,3,0.969,central_complex
10348,12905,7,0.968,central_complex
10348,11813,4,0.895,central_complex
10348,10454,5,0.858,central_complex
10348,13033,1,0.892,central_complex
10348,11801,1,0.878,central_complex
10348,13769,12,0.972,central_complex
10348,71135,2,0.959,central_complex
10348,13259,2,0.87,central_complex
10348,12027,10,0.987,central_complex
11608,10175,3,0.935,central_complex
11608,10799,5,0.909,central_complex
11608,523591,9,0.875,central_complex
11608,11419,6,0.945,central_complex
11608,12251,4,0.871,central_complex
11608,13242,7,0.947,central_complex
11608,11336,13,0.863,central_complex
11608,12230,14,0.875,central_complex
11608,10274,4,0.916,central_complex
11608,10292,1,0.913,central_complex
11608,11222,3,0.851,central_complex
11608,12948,8,0.863,central_complex
11608,10935,9,0.917,central_complex
11608,513146,1,0.893,central_complex
11608,10507,9,0.945,central_complex
11608,11475,9,0.928,central_complex
11608,12759,11,0.888,central_complex
11608,13805,3,0.851,central_complex
11608,513473,6,0.898,central_complex
11608,30498,7,0.861,central_complex
11608,513636,4,0.913,central_complex
12320,10176,12,0.874,central_complex
12320,10390,2,0.891,central_complex
12320,10613,1,0.93,central_complex
12320,10239,3,0.907,central_complex
12320,10917,1,0.867,central_complex
12320,530777,6,0.945,central_complex
12320,11761,4,0.857,central_complex
12320,11664,3,0.899,central_complex
12320,555176,2,0.881,central_complex
12320,10232,2,0.878,central_complex
12320,10408,8,0.916,central_complex
12320,10410,5,0.87,central_complex
12320,10756,3,0.907,central_complex
12320,10104,5,0.942,central_complex
12320,11022,4,0.912,central_complex
12320,11199,13,0.877,central_complex
12320,11244,10,0.858,central_complex
12320,10231,1,0.853,central_complex
12320,11828,2,0.864,central_complex
12320,10031,9,0.9,central_complex
12320,12710,1,0.864,central_complex
12320,508595,1,0.874,central_complex
12320,10188,2,0.899,central_complex
12320,12201,2,0.949,central_complex
12320,521158,7,0.955,central_complex
12320,521375,1,0.934,central_complex
12320,13886,1,0.941,central_complex
12320,525400,2,0.906,central_complex
12320,12208,14,0.889,central_complex
12320,12573,2,0.951,central_complex
12320,16642,4,0.898,central_complex
12320,11624,2,0.889,central_complex
12320,13716,9,0.903,central_complex
12320,520628,1,0.874,central_complex
12320,11610,2,0.895,central_complex
12320,16659,1,0.934,central_complex
12320,533704,7,0.954,central_complex
12320,523528,2,0.907,central_complex
12320,529378,9,0.955,central_complex
12320,522744,5,0.91,central_complex
12320,11490,3,0.977,central_complex
12320,525777,4,0.938,central_complex
12320,525408,7,0.941,central_complex
12320,13621,10,0.93,central_complex
12320,10546,11,0.858,central_complex
12320,11351,11,0.916,central_complex
12320,12163,8,0.9,central_complex
12320,520003,4,0.956,central_complex
12320,13467,7,0.896,central_complex
12320,11495,8,0.905,central_complex
12320,16828,6,0.858,central_complex
12320,11405,1,0.888,central_complex
12320,11142,3,0.937,central_complex
12320,11371,2,0.955,central_complex
12320,524483,10,0.93,central_complex
12320,12934,4,0.867,central_complex
12320,15279,1,0.879,central_complex
12320,11559,4,0.868,central_complex
12320,13500,1,0.935,central_complex
12320,13345,3,0.982,central_complex
12320,11826,2,0.942,central_complex
12320,11567,1,0.909,central_complex
12320,13116,3,0.965,central_complex
12320,522857,9,0.903,central_complex
12320,537027,10,0.861,central_complex
12320,15896,1,0.98,central_complex
12320,11566,4,0.881,central_complex
12320,17858,8,0.856,central_complex
12320,11492,6,0.97,central_complex
12320,10615,4,0.924,central_complex
12320,11842,1,0.963,central_complex
12320,10744,5,0.979,central_complex
11400,10126,1,0.934,central_complex
11400,10302,4,0.956,central_complex
11400,10459,3,0.851,central_complex
11400,10096,1,0.948,central_complex
11400,10524,1,0.976,central_complex
11400,522346,1,0.928,central_complex
11400,555384,6,0.972,central_complex
11400,10098,7,0.926,central_complex
11400,10736,1,0.942,central_complex
11400,532655,10,0.956,central_complex
11400,11092,7,0.885,central_complex
11400,520787,7,0.898,central_complex
11400,10905,2,0.864,central_complex
11400,525958,4,0.881,central_complex
11400,529429,9,0.913,central_complex
11400,517462,3,0.854,central_complex
11400,525959,2,0.934,central_complex
11400,516616,4,0.983,central_complex
11400,11991,7,0.863,central_complex
11400,10865,1,0.938,central_complex
11400,11599,1,0.924,central_complex
11400,11321,5,0.914,central_complex
11400,10599,1,0.864,central_complex
11400,521935,8,0.982,central_complex
11400,11099,3,0.865,central_complex
11400,10052,10,0.947,central_complex
11400,10704,3,0.987,central_complex
11400,10602,12,0.975,central_complex
11400,11829,3,0.926,central_complex
11400,30194,6,0.884,central_complex
11400,12510,2,0.881,central_complex
11400,11783,13,0.874,central_complex
11400,521191,2,0.98,central_complex
11400,12977,2,0.864,central_complex
11400,12338,8,0.926,central_complex
11400,12367,3,0.952,central_complex
11400,13119,9,0.888,central_complex
11400,13356,4,0.902,central_complex
11400,513174,10,0.861,central_complex
11400,10718,1,0.977,central_complex
11400,16527,4,0.928,central_complex
11400,519877,2,0.896,central_complex
11400,12101,1,0.872,central_complex
11400,14925,3,0.914,central_complex
11400,12455,6,0.938,central_complex
11400,521190,7,0.861,central_complex
11400,11306,2,0.935,central_complex
11400,14795,10,0.987,central_complex
11400,13027,4,0.914,central_complex
11400,15189,1,0.92,central_complex
11400,10606,10,0.9,central_complex
11400,14161,2,0.976,central_complex
11400,11835,6,0.884,central_complex
11400,14281,1,0.854,central_complex
11400,13235,1,0.928,central_complex
11400,12221,13,0.861,central_complex
11013,10222,1,0.9,central_complex
11013,10456,5,0.868,central_complex
11013,10084,2,0.938,central_complex
11013,10176,2,0.85,central_complex
11013,10269,1,0.888,central_complex
11013,10515,10,0.931,central_complex
11013,10338,4,0.914,central_complex
11013,10167,1,0.921,central_complex
11013,10239,7,0.931,central_complex
11013,11155,1,0.903,central_complex
11013,10707,1,0.886,central_complex
11013,10942,3,0.923,central_complex
11013,532747,2,0.961,central_complex
11013,10122,2,0.965,central_complex
11013,10155,7,0.917,central_complex
11013,10929,5,0.898,central_complex
11013,11722,1,0.865,central_complex
11013,12320,7,0.902,central_complex
11013,11664,1,0.889,central_complex
11013,11620,2,0.921,central_complex
11013,519655,5,0.959,central_complex
11013,555342,1,0.875,central_complex
11013,10198,1,0.982,central_complex
11013,10996,2,0.963,central_complex
11013,11289,5,0.955,central_complex
11013,14372,1,0.86,central_complex
11013,523317,3,0.895,central_complex
11013,11712,5,0.98,central_complex
11013,11992,8,0.905,central_complex
11013,10031,6,0.9,central_complex
11013,10188,5,0.955,central_complex
11013,13271,3,0.907,central_complex
11013,12722,2,0.945,central_complex
11013,11914,1,0.948,central_complex
11013,37190,2,0.905,central_complex
11013,524208,1,0.906,central_complex
11013,11227,9,0.858,central_complex
11013,12168,1,0.868,central_complex
11013,13007,5,0.98,central_complex
11013,524152,2,0.882,central_complex
11013,520817,3,0.989,central_complex
11013,29860,6,0.968,central_complex
11013,11693,1,0.92,central_complex
11013,523632,1,0.905,central_complex
11013,12310,1,0.958,central_complex
11013,10546,2,0.892,central_complex
11013,11401,3,0.858,central_complex
11013,14259,5,0.871,central_complex
11013,12163,13,0.989,central_complex
11013,11495,2,0.892,central_complex
11013,26862,6,0.966,central_complex
11013,13385,7,0.917,central_complex
11013,524483,12,0.905,central_complex
11013,11805,5,0.975,central_complex
11013,11559,10,0.931,central_complex
11013,10786,6,0.94,central_complex
11013,14789,1,0.851,central_complex
11013,12089,4,0.857,central_complex
11013,537027,5,0.98,central_complex
11013,16490,5,0.871,central_complex
11013,11566,14,0.905,central_complex
11013,10744,8,0.863,central_complex
11152,10540,3,0.881,optic_lobe
11152,21568,10,0.928,optic_lobe
11152,10241,2,0.906,optic_lobe
11152,10082,8,0.941,optic_lobe
11152,10683,12,0.919,optic_lobe
11152,10307,5,0.91,optic_lobe
11152,10297,5,0.91,optic_lobe
11152,11762,5,0.863,optic_lobe
11152,10387,1,0.934,optic_lobe
11152,522828,5,0.867,optic_lobe
11152,11969,3,0.865,optic_lobe
11152,11843,2,0.865,optic_lobe
11152,13136,2,0.85,optic_lobe
11152,12018,9,0.874,optic_lobe
11152,10867,1,0.882,optic_lobe
11152,11108,4,0.938,optic_lobe
11152,12125,14,0.931,optic_lobe
11152,12702,1,0.853,optic_lobe
11152,12181,7,0.984,optic_lobe
11152,10439,1,0.949,optic_lobe
11152,12289,2,0.893,optic_lobe
11152,11146,4,0.958,optic_lobe
11152,12415,2,0.891,optic_lobe
11152,11055,2,0.895,optic_lobe
11152,10252,7,0.885,optic_lobe
11152,12685,7,0.986,optic_lobe
11152,12552,14,0.905,optic_lobe
11152,11407,6,0.941,optic_lobe
11152,15376,3,0.863,optic_lobe
11152,14111,1,0.984,optic_lobe
11152,12585,8,0.899,optic_lobe
11152,12729,6,0.898,optic_lobe
11152,521011,14,0.975,optic_lobe
11152,12003,3,0.907,optic_lobe
11152,11161,11,0.986,optic_lobe
11152,11907,10,0.9,optic_lobe
11152,10907,2,0.882,optic_lobe
11152,13953,2,0.888,optic_lobe
11152,13673,12,0.903,optic_lobe
11152,22926,6,0.93,optic_lobe
11152,13500,6,0.973,optic_lobe
11152,13300,2,0.92,optic_lobe
11152,15787,4,0.87,optic_lobe
11152,14369,2,0.892,optic_lobe
11152,16317,1,0.857,optic_lobe
11152,13926,1,0.877,optic_lobe
11152,12011,3,0.867,optic_lobe
11152,13038,5,0.885,optic_lobe
11399,10302,7,0.891,central_complex
11399,10524,3,0.882,central_complex
11399,11264,2,0.872,central_complex
11399,10794,1,0.895,central_complex
11399,10285,5,0.952,central_complex
11399,10679,3,0.973,central_complex
11399,11952,12,0.942,central_complex
11399,11143,2,0.934,central_complex
11399,532655,13,0.905,central_complex
11399,10429,2,0.898,central_complex
11399,10905,11,0.899,central_complex
11399,11292,7,0.938,central_complex
11399,529429,13,0.874,central_complex
11399,11923,1,0.903,central_complex
11399,517462,1,0.962,central_complex
11399,11583,10,0.858,central_complex
11399,525959,2,0.962,central_complex
11399,11741,4,0.909,central_complex
11399,10477,3,0.968,central_complex
11399,521783,1,0.851,central_complex
11399,14500,2,0.895,central_complex
11399,11294,8,0.856,central_complex
11399,11556,4,0.935,central_complex
11399,10293,2,0.892,central_complex
11399,532909,5,0.965,central_complex
11399,11359,15,0.877,central_complex
11399,10632,10,0.941,central_complex
11399,10762,3,0.885,central_complex
11399,11975,8,0.917,central_complex
11399,11099,13,0.874,central_complex
11399,11035,1,0.955,central_complex
11399,523624,5,0.941,central_complex
11399,10602,12,0.919,central_complex
11399,11829,3,0.882,central_complex
11399,12057,1,0.878,central_complex
11399,10559,1,0.938,central_complex
11399,12929,16,0.891,central_complex
11399,521191,6,0.905,central_complex
11399,11444,2,0.868,central_complex
11399,12840,3,0.875,central_complex
11399,12367,2,0.977,central_complex
11399,12023,4,0.903,central_complex
11399,520024,2,0.85,central_complex
11399,521527,11,0.944,central_complex
11399,513433,1,0.989,central_complex
11399,16527,3,0.886,central_complex
11399,12101,1,0.875,central_complex
11399,13479,1,0.878,central_complex
11399,11681,3,0.851,central_complex
11399,11306,4,0.868,central_complex
11399,14795,8,0.902,central_complex
11399,12730,1,0.954,central_complex
11399,13027,4,0.973,central_complex
11399,10606,10,0.872,central_complex
11399,14594,1,0.893,central_complex
11399,11409,3,0.895,central_complex
11399,12050,1,0.851,central_complex
11399,10971,5,0.884,central_complex
11399,532827,10,0.905,central_complex
11399,522715,5,0.903,central_complex
11399,14764,1,0.979,central_complex
11399,11749,3,0.893,central_complex
10843,10352,2,0.962,optic_lobe
10843,539413,4,0.888,optic_lobe
10843,537899,1,0.917,optic_lobe
10843,10707,1,0.92,optic_lobe
10843,11188,4,0.881,optic_lobe
10843,523062,12,0.958,optic_lobe
10843,10860,8,0.898,optic_lobe
10843,11130,11,0.874,optic_lobe
10843,11440,4,0.952,optic_lobe
10843,10709,2,0.896,optic_lobe
10843,519263,1,0.935,optic_lobe
10843,11918,8,0.931,optic_lobe
10843,10333,2,0.877,optic_lobe
10843,11113,2,0.962,optic_lobe
10843,11312,4,0.907,optic_lobe
10843,12573,6,0.875,optic_lobe
10843,14140,2,0.959,optic_lobe
10843,12295,7,0.938,optic_lobe
10843,11693,6,0.877,optic_lobe
10843,13376,17,0.961,optic_lobe
10843,523632,1,0.85,optic_lobe
10843,520300,1,0.903,optic_lobe
10843,10717,1,0.878,optic_lobe
10843,10920,2,0.955,optic_lobe
10843,12813,1,0.871,optic_lobe
10843,12589,1,0.882,optic_lobe
10843,35826,1,0.962,optic_lobe
10843,10764,1,0.885,optic_lobe
10843,12660,2,0.906,optic_lobe
10843,10907,4,0.872,optic_lobe
10843,513565,1,0.97,optic_lobe
10843,13953,3,0.972,optic_lobe
10843,13584,1,0.917,optic_lobe
10843,13447,7,0.955,optic_lobe
10843,13111,5,0.889,optic_lobe
10843,37045,1,0.98,optic_lobe
10843,521928,1,0.954,optic_lobe
10843,13849,8,0.856,optic_lobe
10843,12951,4,0.867,optic_lobe
10843,12240,2,0.85,optic_lobe
10843,11988,2,0.942,optic_lobe
10843,14926,2,0.865,optic_lobe
10843,12089,4,0.986,optic_lobe
10843,12012,1,0.966,optic_lobe
10843,13825,1,0.884,optic_lobe
10843,12145,7,0.91,optic_lobe
10843,13648,4,0.896,optic_lobe
10843,11842,2,0.865,optic_lobe
10843,14079,12,0.86,optic_lobe
10327,10088,8,0.898,central_complex
10327,10608,5,0.979,central_complex
10327,11532,4,0.898,central_complex
10327,10616,2,0.878,central_complex
10327,10443,7,0.884,central_complex
10327,24684,8,0.913,central_complex
10327,556064,7,0.874,central_complex
10327,10669,2,0.868,central_complex
10327,11368,7,0.899,central_complex
10327,12569,10,0.86,central_complex
10327,10388,8,0.913,central_complex
10327,11456,5,0.916,central_complex
10327,12262,2,0.85,central_complex
10327,12588,6,0.93,central_complex
10327,10987,1,0.916,central_complex
10327,10645,1,0.976,central_complex
10327,11893,15,0.987,central_complex
10327,12628,6,0.931,central_complex
10327,18956,7,0.954,central_complex
10327,513058,11,0.97,central_complex
10327,12893,4,0.975,central_complex
10327,12058,4,0.912,central_complex
10327,11141,2,0.977,central_complex
10327,515811,4,0.896,central_complex
10327,67384,5,0.874,central_complex
10327,10245,7,0.961,central_complex
10327,11326,6,0.945,central_complex
10327,12272,4,0.938,central_complex
10327,10624,8,0.961,central_complex
10327,10076,1,0.851,central_complex
10327,13101,5,0.913,central_complex
10327,522972,7,0.889,central_complex
532198,10941,1,0.931,central_complex
532198,10689,3,0.895,central_complex
532198,12151,5,0.881,central_complex
532198,11572,2,0.906,central_complex
532198,10549,1,0.934,central_complex
11664,21568,1,0.85,optic_lobe
11664,10879,7,0.875,optic_lobe
11664,10683,1,0.935,optic_lobe
11664,11460,4,0.926,optic_lobe
11664,11345,3,0.917,optic_lobe
11664,10155,2,0.851,optic_lobe
11664,520002,1,0.87,optic_lobe
11664,522828,8,0.931,optic_lobe
11664,12171,1,0.867,optic_lobe
11664,12320,2,0.979,optic_lobe
11664,523672,7,0.914,optic_lobe
11664,10190,1,0.906,optic_lobe
11664,11079,6,0.931,optic_lobe
11664,13182,5,0.858,optic_lobe
11664,10650,1,0.865,optic_lobe
11664,13136,4,0.895,optic_lobe
11664,12505,1,0.919,optic_lobe
11664,11289,1,0.937,optic_lobe
11664,12037,8,0.889,optic_lobe
11664,11774,7,0.86,optic_lobe
11664,12111,1,0.986,optic_lobe
11664,523317,1,0.851,optic_lobe
11664,12125,5,0.872,optic_lobe
11664,11725,1,0.879,optic_lobe
11664,521158,1,0.868,optic_lobe
11664,10975,2,0.914,optic_lobe
11664,12289,8,0.886,optic_lobe
11664,11146,3,0.952,optic_lobe
11664,10495,3,0.884,optic_lobe
11664,11237,3,0.858,optic_lobe
11664,10258,1,0.92,optic_lobe
11664,11682,4,0.867,optic_lobe
11664,10659,5,0.856,optic_lobe
11664,13626,5,0.945,optic_lobe
11664,521011,5,0.858,optic_lobe
11664,11490,1,0.975,optic_lobe
11664,13664,7,0.885,optic_lobe
11664,525777,4,0.903,optic_lobe
11664,10771,1,0.927,optic_lobe
11664,11883,5,0.958,optic_lobe
11664,12354,1,0.952,optic_lobe
11664,534040,6,0.938,optic_lobe
11664,11351,2,0.874,optic_lobe
11664,12857,7,0.942,optic_lobe
11664,35826,1,0.976,optic_lobe
11664,26862,1,0.853,optic_lobe
11664,13673,5,0.958,optic_lobe
11664,13447,1,0.987,optic_lobe
11664,12639,1,0.937,optic_lobe
11664,11371,2,0.927,optic_lobe
11664,11805,1,0.861,optic_lobe
11664,15279,3,0.865,optic_lobe
11664,15717,7,0.984,optic_lobe
11664,14309,4,0.903,optic_lobe
11664,11787,12,0.972,optic_lobe
11664,12202,3,0.856,optic_lobe
11664,12723,1,0.909,optic_lobe
11664,13336,3,0.853,optic_lobe
11664,13926,2,0.916,optic_lobe
11664,12094,3,0.93,optic_lobe
11664,522857,2,0.966,optic_lobe
11664,15896,7,0.955,optic_lobe
11664,13038,2,0.949,optic_lobe
11664,13648,1,0.968,optic_lobe
11664,10744,2,0.937,optic_lobe
10453,10289,2,0.982,central_complex
10453,10448,6,0.913,central_complex
10453,10641,1,0.878,central_complex
10453,10018,4,0.884,central_complex
10453,10828,1,0.979,central_complex
10453,11580,1,0.979,central_complex
10453,10564,5,0.914,central_complex
10453,10778,1,0.909,central_complex
10453,10675,3,0.912,central_complex
10453,10796,1,0.893,central_complex
10453,11900,3,0.851,central_complex
10453,11331,2,0.892,central_complex
10453,13761,1,0.884,central_complex
10453,11091,1,0.983,central_complex
10453,11658,1,0.93,central_complex
10453,12055,1,0.893,central_complex
10453,10060,3,0.858,central_complex
10453,11338,3,0.888,central_complex
10453,11954,4,0.973,central_complex
10453,15669,1,0.986,central_complex
10453,11219,2,0.958,central_complex
10453,11779,1,0.854,central_complex
10453,11271,5,0.868,central_complex
10453,10145,1,0.872,central_complex
10453,12963,4,0.945,central_complex
10453,12832,8,0.905,central_complex
10453,11197,13,0.877,central_complex
10453,519899,1,0.892,central_complex
10453,10792,1,0.979,central_complex
10453,10770,6,0.856,central_complex
10453,12644,1,0.877,central_complex
10453,12893,1,0.87,central_complex
10453,12107,1,0.871,central_complex
10453,12452,8,0.989,central_complex
10453,15298,2,0.909,central_complex
10453,514324,2,0.965,central_complex
10453,12682,6,0.856,central_complex
10453,13384,1,0.892,central_complex
10453,14677,6,0.98,central_complex
10453,16724,1,0.902,central_complex
10453,517685,2,0.913,central_complex
10453,11178,3,0.903,central_complex
10453,12027,3,0.856,central_complex
11419,10120,17,0.905,central_complex
11419,10941,12,0.86,central_complex
11419,10673,15,0.973,central_complex
11419,11336,9,0.888,central_complex
11419,12962,4,0.896,central_complex
11419,11025,5,0.905,central_complex
11419,63880,5,0.886,central_complex
11419,12036,16,0.891,central_complex
11419,10549,11,0.927,central_complex
11419,12167,1,0.963,central_complex
11419,12948,1,0.888,central_complex
11419,10822,6,0.868,central_complex
11419,12901,5,0.885,central_complex
11419,10507,7,0.912,central_complex
11419,11475,10,0.902,central_complex
11419,10872,1,0.851,central_complex
11130,10114,9,0.942,optic_lobe
11130,10531,14,0.945,optic_lobe
11130,11367,3,0.851,optic_lobe
11130,10121,2,0.879,optic_lobe
11130,10387,3,0.857,optic_lobe
11130,11521,1,0.952,optic_lobe
11130,11440,3,0.924,optic_lobe
11130,519655,2,0.885,optic_lobe
11130,10949,1,0.91,optic_lobe
11130,10567,2,0.961,optic_lobe
11130,11558,1,0.919,optic_lobe
11130,10988,2,0.86,optic_lobe
11130,519263,1,0.878,optic_lobe
11130,11712,2,0.972,optic_lobe
11130,11727,1,0.919,optic_lobe
11130,12131,2,0.954,optic_lobe
11130,13150,11,0.917,optic_lobe
11130,11815,1,0.909,optic_lobe
11130,12573,4,0.909,optic_lobe
11130,10480,8,0.857,optic_lobe
11130,11719,3,0.923,optic_lobe
11130,13298,7,0.857,optic_lobe
11130,12681,3,0.951,optic_lobe
11130,520628,2,0.884,optic_lobe
11130,523632,1,0.956,optic_lobe
11130,523438,4,0.914,optic_lobe
11130,10788,2,0.972,optic_lobe
11130,12426,3,0.983,optic_lobe
11130,13664,1,0.977,optic_lobe
11130,534040,1,0.879,optic_lobe
11130,12789,6,0.86,optic_lobe
11130,14259,5,0.931,optic_lobe
11130,10764,5,0.874,optic_lobe
11130,12660,7,0.858,optic_lobe
11130,13113,14,0.987,optic_lobe
11130,13953,7,0.944,optic_lobe
11130,37045,1,0.907,optic_lobe
11130,12721,1,0.874,optic_lobe
11130,14309,8,0.872,optic_lobe
11130,19615,1,0.851,optic_lobe
11130,11787,1,0.861,optic_lobe
11130,12240,13,0.877,optic_lobe
11130,11826,1,0.85,optic_lobe
11130,10723,3,0.893,optic_lobe
11130,11754,2,0.969,optic_lobe
11130,11567,4,0.941,optic_lobe
11130,15910,2,0.865,optic_lobe
11130,14581,9,0.861,optic_lobe
11130,12012,2,0.874,optic_lobe
11130,12916,8,0.891,optic_lobe
11130,11473,5,0.886,optic_lobe
11130,11970,1,0.907,optic_lobe
11130,14208,4,0.928,optic_lobe
11130,11652,1,0.941,optic_lobe
11130,12718,7,0.899,optic_lobe
11210,10105,13,0.933,optic_lobe
11210,10604,2,0.935,optic_lobe
11210,10147,2,0.938,optic_lobe
11210,10445,8,0.945,optic_lobe
11210,11569,3,0.947,optic_lobe
11210,533914,8,0.919,optic_lobe
11210,10149,1,0.865,optic_lobe
11210,532255,3,0.854,optic_lobe
11210,11406,5,0.926,optic_lobe
11210,11128,1,0.892,optic_lobe
11210,10778,2,0.868,optic_lobe
11210,525350,3,0.898,optic_lobe
11210,12137,2,0.959,optic_lobe
11210,12343,4,0.856,optic_lobe
11210,10934,4,0.854,optic_lobe
11210,11018,6,0.912,optic_lobe
11210,522763,6,0.917,optic_lobe
11210,11639,3,0.893,optic_lobe
11210,14192,8,0.884,optic_lobe
11210,10450,2,0.92,optic_lobe
11210,11768,14,0.961,optic_lobe
11210,11729,6,0.958,optic_lobe
11210,10785,2,0.879,optic_lobe
11210,12259,4,0.977,optic_lobe
11210,10173,18,0.947,optic_lobe
11210,11219,3,0.874,optic_lobe
11210,524166,1,0.924,optic_lobe
11210,11207,6,0.896,optic_lobe
11210,519909,5,0.945,optic_lobe
11210,520024,2,0.924,optic_lobe
11210,513433,10,0.875,optic_lobe
11210,12878,1,0.906,optic_lobe
